system:index,BII2020,driver,.geo
1_501,0.8650108575820923,Agriculture,"{""type"":""Point"",""coordinates"":[117.12552983177973,3.652321008091605]}"
1_515,0.8456703424453735,Agriculture,"{""type"":""Point"",""coordinates"":[110.47481768100218,-1.585919394864885]}"
1_535,0.7032995820045471,Agriculture,"{""type"":""Point"",""coordinates"":[118.36531385277416,1.4105020833322086]}"
1_537,0.864289402961731,Agriculture,"{""type"":""Point"",""coordinates"":[110.86342862669662,-0.5409413134467896]}"
1_544,0.889904797077179,Agriculture,"{""type"":""Point"",""coordinates"":[109.79039289284032,1.0965281704236571]}"
1_546,0.6998685598373413,Agriculture,"{""type"":""Point"",""coordinates"":[115.38733897052833,-3.2512405518115925]}"
1_554,0.8811535835266113,Agriculture,"{""type"":""Point"",""coordinates"":[112.53169901408745,-1.5978139856976075]}"
1_562,0.7057707905769348,Agriculture,"{""type"":""Point"",""coordinates"":[110.88528190117613,0.7632329251749115]}"
1_605,0.5792887210845947,Agriculture,"{""type"":""Point"",""coordinates"":[109.52136237936227,-0.1636512076493425]}"
1_626,0.9465384483337402,Agriculture,"{""type"":""Point"",""coordinates"":[116.32357424972649,-1.310131547358554]}"
1_646,0.8118072152137756,Agriculture,"{""type"":""Point"",""coordinates"":[118.13146960051688,1.187429210195562]}"
1_669,0.8680102229118347,Agriculture,"{""type"":""Point"",""coordinates"":[110.8988272179638,0.39646582249359097]}"
1_675,0.3787976801395416,Agriculture,"{""type"":""Point"",""coordinates"":[109.69584381412362,1.3479006204338886]}"
1_699,0.8550178408622742,Agriculture,"{""type"":""Point"",""coordinates"":[113.01434646794178,-1.2518404594991706]}"
1_703,0.6893900632858276,Agriculture,"{""type"":""Point"",""coordinates"":[110.2041033470642,-1.3619221010350067]}"
1_732,0.4792991876602173,Agriculture,"{""type"":""Point"",""coordinates"":[114.88577808653602,-1.2293378173216596]}"
1_740,0.6771670579910278,Agriculture,"{""type"":""Point"",""coordinates"":[115.6207982459512,-0.36602562366813113]}"
1_823,0.7149043679237366,Agriculture,"{""type"":""Point"",""coordinates"":[109.30500816792498,1.1309595853979437]}"
1_830,0.8633124828338623,Agriculture,"{""type"":""Point"",""coordinates"":[110.67174685594368,-1.3321919036213523]}"
1_845,0.6914694309234619,Agriculture,"{""type"":""Point"",""coordinates"":[112.73954671185983,-2.607231099477171]}"
1_860,0.9420863389968872,Agriculture,"{""type"":""Point"",""coordinates"":[110.45433154822403,-1.4488707209834761]}"
1_866,0.8635163903236389,Agriculture,"{""type"":""Point"",""coordinates"":[113.98478996398775,-1.1230788806691134]}"
1_904,0.5138397812843323,Agriculture,"{""type"":""Point"",""coordinates"":[109.00919628833641,0.5928319783779598]}"
1_932,0.8678655624389648,Agriculture,"{""type"":""Point"",""coordinates"":[115.0818611574104,-0.8803034695228883]}"
1_933,0.8504948616027832,Agriculture,"{""type"":""Point"",""coordinates"":[117.15429867664399,2.082144072286338]}"
1_941,0.7851417660713196,Agriculture,"{""type"":""Point"",""coordinates"":[110.37881842385272,-1.6227482340884913]}"
1_952,0.6896221041679382,Agriculture,"{""type"":""Point"",""coordinates"":[109.89111479477226,-1.0734588776968552]}"
1_961,0.8669230937957764,Agriculture,"{""type"":""Point"",""coordinates"":[112.68766021041552,-1.410715019759724]}"
1_964,0.7281202673912048,Agriculture,"{""type"":""Point"",""coordinates"":[109.60095464552593,-0.46375320545758625]}"
1_975,0.49120262265205383,Agriculture,"{""type"":""Point"",""coordinates"":[110.17658911828455,-0.8867966007892313]}"
1_992,0.893537700176239,Agriculture,"{""type"":""Point"",""coordinates"":[114.94723896759724,-1.5804826656768027]}"
1_1003,0.9177490472793579,Agriculture,"{""type"":""Point"",""coordinates"":[116.27410375150605,-1.6438876359155037]}"
1_1008,0.3875807523727417,Agriculture,"{""type"":""Point"",""coordinates"":[109.4576057284853,1.5164924420635342]}"
1_1015,0.8590665459632874,Agriculture,"{""type"":""Point"",""coordinates"":[113.00421472836112,-1.2037035242944902]}"
1_1034,0.8625196814537048,Agriculture,"{""type"":""Point"",""coordinates"":[109.26235240301857,0.19632947518321753]}"
1_1037,0.4567030072212219,Agriculture,"{""type"":""Point"",""coordinates"":[109.14392143511604,0.2881304499557092]}"
1_1054,0.8877233266830444,Agriculture,"{""type"":""Point"",""coordinates"":[111.67690215488014,-2.476051802847435]}"
1_1061,0.810950756072998,Agriculture,"{""type"":""Point"",""coordinates"":[117.23331223891147,2.0330818083623035]}"
1_1082,0.8430604934692383,Agriculture,"{""type"":""Point"",""coordinates"":[110.31346121085288,-1.6798045240197659]}"
1_1112,0.5858257412910461,Agriculture,"{""type"":""Point"",""coordinates"":[118.0464304127062,1.2211480584482557]}"
1_1114,0.6632517576217651,Agriculture,"{""type"":""Point"",""coordinates"":[112.69878955295573,-2.234012608171678]}"
1_1124,0.777489960193634,Agriculture,"{""type"":""Point"",""coordinates"":[109.47258970489584,-0.26008302131022637]}"
1_1127,0.9089031219482422,Agriculture,"{""type"":""Point"",""coordinates"":[112.37280429282572,-1.6623947555615672]}"
1_1148,0.8448480367660522,Agriculture,"{""type"":""Point"",""coordinates"":[111.43822463352937,-2.4439018888211805]}"
1_1152,0.8112106323242188,Agriculture,"{""type"":""Point"",""coordinates"":[109.46285318098462,1.7993386719598803]}"
1_1153,0.6430022716522217,Agriculture,"{""type"":""Point"",""coordinates"":[110.19919964466688,-1.3924166844642105]}"
1_1159,0.7872562408447266,Agriculture,"{""type"":""Point"",""coordinates"":[110.41706635862452,-1.625027828378255]}"
1_1185,0.8658050894737244,Agriculture,"{""type"":""Point"",""coordinates"":[114.34243216409217,-0.6017347738182371]}"
1_1191,0.8042060732841492,Agriculture,"{""type"":""Point"",""coordinates"":[109.3827192261575,1.3787136824918367]}"
1_1194,0.6156163811683655,Agriculture,"{""type"":""Point"",""coordinates"":[109.37093784392255,-0.3597267187244963]}"
1_1202,0.8152974843978882,Agriculture,"{""type"":""Point"",""coordinates"":[117.19594890596909,2.124731983908585]}"
1_1237,0.845780074596405,Agriculture,"{""type"":""Point"",""coordinates"":[116.30326820571969,-1.2951643565978308]}"
1_1238,0.9010069370269775,Agriculture,"{""type"":""Point"",""coordinates"":[111.5440100807136,0.8220496765900344]}"
1_1257,0.7306548357009888,Agriculture,"{""type"":""Point"",""coordinates"":[110.61761300638084,-1.2222555386795373]}"
1_1268,0.8919579386711121,Agriculture,"{""type"":""Point"",""coordinates"":[115.15692807929004,-1.0498595180865615]}"
1_1283,0.8102368712425232,Agriculture,"{""type"":""Point"",""coordinates"":[110.30781397179038,-0.6241473103888732]}"
1_1284,0.9113034009933472,Agriculture,"{""type"":""Point"",""coordinates"":[118.0255163323689,1.708250116666789]}"
1_1299,0.7939674854278564,Agriculture,"{""type"":""Point"",""coordinates"":[112.79966037148544,0.5224224055912473]}"
1_1300,0.8263735771179199,Agriculture,"{""type"":""Point"",""coordinates"":[114.724372735444,-2.501964593626587]}"
1_1301,0.85558021068573,Agriculture,"{""type"":""Point"",""coordinates"":[117.79936021467341,1.9182041201164857]}"
1_1304,0.44315192103385925,Agriculture,"{""type"":""Point"",""coordinates"":[109.78222453336397,0.016713435492380132]}"
1_1333,0.7159960865974426,Agriculture,"{""type"":""Point"",""coordinates"":[109.24891222924077,-0.4426331914009407]}"
1_1338,0.6754394173622131,Agriculture,"{""type"":""Point"",""coordinates"":[115.86231998598402,-0.8343057160641809]}"
1_1345,0.8573440909385681,Agriculture,"{""type"":""Point"",""coordinates"":[110.5459529910275,-1.3752577436054008]}"
1_1349,0.6565201282501221,Agriculture,"{""type"":""Point"",""coordinates"":[111.77893949908962,-2.7514033566396585]}"
1_1353,0.9438677430152893,Agriculture,"{""type"":""Point"",""coordinates"":[116.27779798243371,0.733158697670135]}"
1_1390,0.8596503734588623,Agriculture,"{""type"":""Point"",""coordinates"":[116.70346112677755,3.9093444602456455]}"
1_1395,0.933198094367981,Agriculture,"{""type"":""Point"",""coordinates"":[115.26480644680043,0.4250326364783767]}"
1_1408,0.9445376396179199,Agriculture,"{""type"":""Point"",""coordinates"":[111.14014182538509,-2.573822035034656]}"
1_1412,0.7157366275787354,Agriculture,"{""type"":""Point"",""coordinates"":[110.3621035512873,-0.38887218323195066]}"
1_1415,0.36986997723579407,Agriculture,"{""type"":""Point"",""coordinates"":[109.64137838550563,1.3559569396202595]}"
1_1433,0.8646366000175476,Agriculture,"{""type"":""Point"",""coordinates"":[111.8826693433061,0.5222386878917702]}"
1_1443,0.7571336030960083,Agriculture,"{""type"":""Point"",""coordinates"":[111.56224730456717,-1.809020973512939]}"
1_1448,0.7160198092460632,Agriculture,"{""type"":""Point"",""coordinates"":[110.36206465071338,-1.2723178132374497]}"
1_1456,0.6906121373176575,Agriculture,"{""type"":""Point"",""coordinates"":[114.19716866389284,-1.8637870578690539]}"
1_1460,0.9373960494995117,Agriculture,"{""type"":""Point"",""coordinates"":[115.82334709329844,-1.4892911149805899]}"
1_1477,0.936006486415863,Agriculture,"{""type"":""Point"",""coordinates"":[111.32226547887848,0.9085265433715153]}"
1_1504,0.40505415201187134,Agriculture,"{""type"":""Point"",""coordinates"":[112.91363106341899,-1.9817518315881628]}"
1_1527,0.9392244219779968,Agriculture,"{""type"":""Point"",""coordinates"":[111.06782141430993,-2.0679677101226464]}"
1_1529,0.5446120500564575,Agriculture,"{""type"":""Point"",""coordinates"":[109.53188964980086,1.433314622628733]}"
1_1530,0.920224666595459,Agriculture,"{""type"":""Point"",""coordinates"":[109.92501549710441,-0.5281080573475911]}"
1_1532,0.766435444355011,Agriculture,"{""type"":""Point"",""coordinates"":[118.07643351839667,2.2733384057578534]}"
1_1545,0.8653125166893005,Agriculture,"{""type"":""Point"",""coordinates"":[111.59430929549531,-2.0471033207860105]}"
1_1559,0.9238316416740417,Agriculture,"{""type"":""Point"",""coordinates"":[113.32717019100642,-1.870400353274568]}"
1_1562,0.7028617262840271,Agriculture,"{""type"":""Point"",""coordinates"":[110.18692857257889,-0.4170065847054415]}"
1_1583,0.8372607827186584,Agriculture,"{""type"":""Point"",""coordinates"":[115.01045668937265,-2.0525462115340516]}"
1_1589,0.8392072319984436,Agriculture,"{""type"":""Point"",""coordinates"":[109.95854502641481,1.3433059173646906]}"
1_1598,0.859655499458313,Agriculture,"{""type"":""Point"",""coordinates"":[111.16445508651192,-1.7081336402430283]}"
1_1607,0.504734456539154,Agriculture,"{""type"":""Point"",""coordinates"":[111.39694060641638,-2.2322422602496457]}"
1_1610,0.7135534882545471,Agriculture,"{""type"":""Point"",""coordinates"":[116.06912883017229,-3.1738667739143076]}"
1_1619,0.8910313248634338,Agriculture,"{""type"":""Point"",""coordinates"":[117.60226329244405,3.410614910656959]}"
1_1629,0.7761595845222473,Agriculture,"{""type"":""Point"",""coordinates"":[109.20459822676813,0.8899518275308476]}"
1_1642,0.8076474666595459,Agriculture,"{""type"":""Point"",""coordinates"":[113.21144557452395,-1.3952298580943672]}"
1_1665,0.858626663684845,Agriculture,"{""type"":""Point"",""coordinates"":[110.57752274523496,-1.4117235680119546]}"
1_1680,0.7259851694107056,Agriculture,"{""type"":""Point"",""coordinates"":[112.88114042188747,-1.4999044191263944]}"
1_1682,0.7330139875411987,Agriculture,"{""type"":""Point"",""coordinates"":[117.35985213728719,2.132123611050354]}"
1_1702,0.9363463521003723,Agriculture,"{""type"":""Point"",""coordinates"":[113.32980715629084,-1.5220110564103042]}"
1_1721,0.874627947807312,Agriculture,"{""type"":""Point"",""coordinates"":[110.3035640215948,-1.1141351918380604]}"
1_1731,0.8589416742324829,Agriculture,"{""type"":""Point"",""coordinates"":[110.30744350341506,-0.7685619531038059]}"
1_1753,0.8977317214012146,Agriculture,"{""type"":""Point"",""coordinates"":[116.72092868383898,2.9213325031003743]}"
1_1761,0.86979740858078,Agriculture,"{""type"":""Point"",""coordinates"":[116.92537155747846,3.584849703969719]}"
1_1775,0.6800872683525085,Agriculture,"{""type"":""Point"",""coordinates"":[117.05412389903867,4.077998731087467]}"
1_1782,0.6536914110183716,Agriculture,"{""type"":""Point"",""coordinates"":[112.56540018542609,-2.5112564637858577]}"
1_1807,0.40160349011421204,Agriculture,"{""type"":""Point"",""coordinates"":[117.7444168729185,2.7060289788372627]}"
1_1834,0.8846616148948669,Agriculture,"{""type"":""Point"",""coordinates"":[112.77326268243999,-1.796511090677746]}"
1_1838,0.794388473033905,Agriculture,"{""type"":""Point"",""coordinates"":[116.06215319870536,-3.555417148041661]}"
1_1842,0.8656906485557556,Agriculture,"{""type"":""Point"",""coordinates"":[116.8978275113715,2.2397822159499907]}"
1_1843,0.8595635890960693,Agriculture,"{""type"":""Point"",""coordinates"":[112.37945362515698,0.5513712255242189]}"
1_1849,0.8435549736022949,Agriculture,"{""type"":""Point"",""coordinates"":[115.32347968760823,-3.6134548481882787]}"
1_1871,0.8615732192993164,Agriculture,"{""type"":""Point"",""coordinates"":[116.04864087420484,0.15319436659447128]}"
1_1892,0.7231581807136536,Agriculture,"{""type"":""Point"",""coordinates"":[112.04718456659977,0.5949802607945591]}"
1_1908,0.6115564703941345,Agriculture,"{""type"":""Point"",""coordinates"":[109.64024980494685,0.06414689841209445]}"
1_1927,0.6760026216506958,Agriculture,"{""type"":""Point"",""coordinates"":[112.24782680476844,-2.1346740167200524]}"
1_1961,0.7393701076507568,Agriculture,"{""type"":""Point"",""coordinates"":[109.58875711956796,1.5504278844706103]}"
1_1962,0.7468822002410889,Agriculture,"{""type"":""Point"",""coordinates"":[115.60019259249798,-0.582634602056914]}"
1_1966,0.630418062210083,Agriculture,"{""type"":""Point"",""coordinates"":[109.89392581932202,-0.037512268614508223]}"
1_1981,0.8764436841011047,Agriculture,"{""type"":""Point"",""coordinates"":[118.5097234379438,0.952352304294435]}"
1_1996,0.8487329483032227,Agriculture,"{""type"":""Point"",""coordinates"":[109.86074367859811,0.7381343742047148]}"
1_1999,0.8186292052268982,Agriculture,"{""type"":""Point"",""coordinates"":[115.46415386397852,-0.3198444082182478]}"
1_2016,0.7379629611968994,Agriculture,"{""type"":""Point"",""coordinates"":[109.91327061703356,-1.7742045098426467]}"
1_2022,0.7851383686065674,Agriculture,"{""type"":""Point"",""coordinates"":[110.53443463032883,-2.380450652938827]}"
1_2037,0.6651809811592102,Agriculture,"{""type"":""Point"",""coordinates"":[109.34705706551176,-0.3458772096984936]}"
1_2046,0.8462623953819275,Agriculture,"{""type"":""Point"",""coordinates"":[110.07405546270222,0.6653627944521933]}"
1_2050,0.8950871229171753,Agriculture,"{""type"":""Point"",""coordinates"":[114.88920442084022,-0.4999237024299639]}"
1_2057,0.7139554023742676,Agriculture,"{""type"":""Point"",""coordinates"":[111.22894078199501,-0.2636089914853484]}"
1_2073,0.9287429451942444,Agriculture,"{""type"":""Point"",""coordinates"":[115.26082237867013,-1.053806913340279]}"
1_2077,0.7142646908760071,Agriculture,"{""type"":""Point"",""coordinates"":[117.20765135083596,4.24941113252554]}"
1_2080,0.6671390533447266,Agriculture,"{""type"":""Point"",""coordinates"":[117.35820059457807,2.031205954702657]}"
1_2108,0.8587419986724854,Agriculture,"{""type"":""Point"",""coordinates"":[111.6159148556004,0.03545746088850245]}"
1_2117,0.7081334590911865,Agriculture,"{""type"":""Point"",""coordinates"":[109.96872373707363,0.30244474821154277]}"
1_2122,0.7995005249977112,Agriculture,"{""type"":""Point"",""coordinates"":[112.22431512645402,-2.792676181466502]}"
1_2123,0.8603858947753906,Agriculture,"{""type"":""Point"",""coordinates"":[111.58045696712846,-2.8136221504642243]}"
1_2124,0.9069569706916809,Agriculture,"{""type"":""Point"",""coordinates"":[114.41647686919191,-1.0848427291179308]}"
1_2128,0.44773659110069275,Agriculture,"{""type"":""Point"",""coordinates"":[114.97928448207259,-2.044085637269647]}"
1_2135,0.7385437488555908,Agriculture,"{""type"":""Point"",""coordinates"":[113.51030540861959,-1.4149810661964868]}"
1_2147,0.8565164804458618,Agriculture,"{""type"":""Point"",""coordinates"":[110.19395613498301,-0.7327068918087903]}"
1_2151,0.8705759644508362,Agriculture,"{""type"":""Point"",""coordinates"":[112.97081196226111,-1.4820026352849727]}"
1_2160,0.8657167553901672,Agriculture,"{""type"":""Point"",""coordinates"":[115.29963984476993,-1.6543086941836282]}"
1_2187,0.805576741695404,Agriculture,"{""type"":""Point"",""coordinates"":[117.65641117725863,4.088307842580376]}"
1_2203,0.7925337553024292,Agriculture,"{""type"":""Point"",""coordinates"":[114.24783849953948,-3.346269967957936]}"
1_2206,0.8473905920982361,Agriculture,"{""type"":""Point"",""coordinates"":[113.08702836781241,-1.6474216802756265]}"
1_2227,0.9575643539428711,Agriculture,"{""type"":""Point"",""coordinates"":[118.1731703912703,1.2162492284552806]}"
1_2247,0.8728712201118469,Agriculture,"{""type"":""Point"",""coordinates"":[113.24758350697151,-1.2818846567447744]}"
1_2260,0.9448426365852356,Agriculture,"{""type"":""Point"",""coordinates"":[111.44650423509343,-2.1023808870585334]}"
1_2280,0.9165119528770447,Agriculture,"{""type"":""Point"",""coordinates"":[110.47534639668466,0.11465474266789928]}"
1_2284,0.8613212704658508,Agriculture,"{""type"":""Point"",""coordinates"":[111.07342087838713,-2.1591175531306126]}"
1_2292,0.7333194017410278,Agriculture,"{""type"":""Point"",""coordinates"":[112.81953435458381,-2.3561054558475485]}"
1_2296,0.35965144634246826,Agriculture,"{""type"":""Point"",""coordinates"":[111.55753424608923,-2.430872982170585]}"
1_2299,0.6727753281593323,Agriculture,"{""type"":""Point"",""coordinates"":[117.5943247205991,2.251622224195147]}"
1_2302,0.893660306930542,Agriculture,"{""type"":""Point"",""coordinates"":[110.58886680265671,-0.9684031581871921]}"
1_2321,0.8021117448806763,Agriculture,"{""type"":""Point"",""coordinates"":[111.04462153491035,-2.666086360291532]}"
1_2329,0.6336910128593445,Agriculture,"{""type"":""Point"",""coordinates"":[117.4439032609702,2.1080664245813954]}"
1_2337,0.8574597835540771,Agriculture,"{""type"":""Point"",""coordinates"":[111.21308860768066,0.9854353566691212]}"
1_2342,0.9279203414916992,Agriculture,"{""type"":""Point"",""coordinates"":[110.37890289115548,-0.7691118501477686]}"
1_2344,0.596774160861969,Agriculture,"{""type"":""Point"",""coordinates"":[110.64239452617669,-2.191668168725065]}"
1_2352,0.8160277605056763,Agriculture,"{""type"":""Point"",""coordinates"":[110.95602255268759,-2.6476238313867895]}"
1_2354,0.7130141258239746,Agriculture,"{""type"":""Point"",""coordinates"":[117.25983245964571,4.303399514697365]}"
1_2356,0.9137363433837891,Agriculture,"{""type"":""Point"",""coordinates"":[116.29685145203614,-2.555415798300928]}"
1_2357,0.785443127155304,Agriculture,"{""type"":""Point"",""coordinates"":[115.993506812872,-2.6470992794250194]}"
1_2367,0.9652568101882935,Agriculture,"{""type"":""Point"",""coordinates"":[114.51539004571096,0.7638639904772415]}"
1_2375,0.9617185592651367,Agriculture,"{""type"":""Point"",""coordinates"":[114.92585268932737,-0.4247128775755012]}"
1_2386,0.8544891476631165,Agriculture,"{""type"":""Point"",""coordinates"":[117.67887633592453,2.646964651495945]}"
1_2395,0.620736837387085,Agriculture,"{""type"":""Point"",""coordinates"":[111.68635930897159,-2.6452580180572687]}"
1_2402,0.786338746547699,Agriculture,"{""type"":""Point"",""coordinates"":[109.28412076955689,-0.3017327365450996]}"
1_2405,0.8567008972167969,Agriculture,"{""type"":""Point"",""coordinates"":[117.60710350871662,2.2757615674470175]}"
1_2423,0.7729973196983337,Agriculture,"{""type"":""Point"",""coordinates"":[117.8529757841064,1.4153478921150886]}"
1_2426,0.7684250473976135,Agriculture,"{""type"":""Point"",""coordinates"":[109.26824823649429,-0.21169020432673621]}"
1_2429,0.960089921951294,Agriculture,"{""type"":""Point"",""coordinates"":[114.87701160778511,-0.43281070892255735]}"
1_2430,0.5421512126922607,Agriculture,"{""type"":""Point"",""coordinates"":[109.192202925357,1.1447030318679354]}"
1_2438,0.6461137533187866,Agriculture,"{""type"":""Point"",""coordinates"":[109.29767572261167,0.9906438887343101]}"
1_2473,0.694994330406189,Agriculture,"{""type"":""Point"",""coordinates"":[109.3919224780707,-0.3370298916686459]}"
1_2483,0.7099171280860901,Agriculture,"{""type"":""Point"",""coordinates"":[111.14915532367309,-1.8456210136126088]}"
1_2496,0.849136233329773,Agriculture,"{""type"":""Point"",""coordinates"":[110.76879901096844,-0.7130368544451632]}"
1_2517,0.7144685387611389,Agriculture,"{""type"":""Point"",""coordinates"":[111.09509958266267,0.7339425923930816]}"
1_2525,0.6331952810287476,Agriculture,"{""type"":""Point"",""coordinates"":[114.95268325319228,-1.8892245061338546]}"
1_2547,0.910660982131958,Agriculture,"{""type"":""Point"",""coordinates"":[117.3099624057522,3.5170656727202494]}"
1_2563,0.6567169427871704,Agriculture,"{""type"":""Point"",""coordinates"":[109.81073486675773,0.010229423964895356]}"
1_2584,0.6975741386413574,Agriculture,"{""type"":""Point"",""coordinates"":[109.76862638083757,-0.11654257506483327]}"
1_2592,0.8684142231941223,Agriculture,"{""type"":""Point"",""coordinates"":[117.12355916093189,3.2555098325919904]}"
1_2596,0.6727022528648376,Agriculture,"{""type"":""Point"",""coordinates"":[113.93290740286892,-1.5853090433283406]}"
1_2605,0.9503830671310425,Agriculture,"{""type"":""Point"",""coordinates"":[118.43487498636445,1.105014751706752]}"
1_2609,0.8405554890632629,Agriculture,"{""type"":""Point"",""coordinates"":[111.67689149198691,0.9816999103678101]}"
1_2620,0.8925043344497681,Agriculture,"{""type"":""Point"",""coordinates"":[115.34301449239823,-0.10122322446038243]}"
1_2624,0.8419561386108398,Agriculture,"{""type"":""Point"",""coordinates"":[115.42549774722352,0.4459938381518889]}"
1_2628,0.8773992657661438,Agriculture,"{""type"":""Point"",""coordinates"":[117.21575328977475,2.2098657248592044]}"
1_2639,0.8011723160743713,Agriculture,"{""type"":""Point"",""coordinates"":[115.14227823532443,-2.1031184678037413]}"
1_2640,0.6791106462478638,Agriculture,"{""type"":""Point"",""coordinates"":[111.60691790741224,-1.9395752161143165]}"
1_2666,0.8573991060256958,Agriculture,"{""type"":""Point"",""coordinates"":[111.4462268383161,-1.7886119293060767]}"
1_2670,0.9742634296417236,Agriculture,"{""type"":""Point"",""coordinates"":[114.1361718958526,0.04394655765760686]}"
